"lon","lat","dt"
-125.353414317256,30.4795990341815,2005-11-06
-125.124722943756,30.4795990341815,2005-10-24
-124.896031570255,30.4795990341815,2005-08-20
-124.667340196754,30.4795990341815,2005-11-07
-124.438648823254,30.4795990341815,2005-11-26
-124.209957449753,30.4795990341815,2005-11-12
-123.981266076253,30.4795990341815,2005-09-24
-123.752574702752,30.4795990341815,2005-11-18
-123.523883329251,30.4795990341815,2005-10-15
-123.295191955751,30.4795990341815,2005-08-23
-123.06650058225,30.4795990341815,2005-09-27
-122.83780920875,30.4795990341815,2005-11-16
-122.609117835249,30.4795990341815,2005-11-12
-122.380426461748,30.4795990341815,2005-08-22
-122.151735088248,30.4795990341815,2005-11-15
-121.923043714747,30.4795990341815,2005-09-23
-121.694352341247,30.4795990341815,2005-08-06
-121.465660967746,30.4795990341815,2005-10-28
-121.236969594246,30.4795990341815,2005-11-21
-121.008278220745,30.4795990341815,2005-08-06
-120.779586847244,30.4795990341815,2005-10-23
-120.550895473744,30.4795990341815,2005-08-06
-120.322204100243,30.4795990341815,2005-11-01
-120.093512726743,30.4795990341815,2005-09-12
-119.864821353242,30.4795990341815,2005-09-19
-119.636129979741,30.4795990341815,2005-10-18
-119.407438606241,30.4795990341815,2005-10-09
-119.17874723274,30.4795990341815,2005-09-07
-118.95005585924,30.4795990341815,2005-09-02
-118.721364485739,30.4795990341815,2005-09-14
-118.492673112238,30.4795990341815,2005-11-28
-118.263981738738,30.4795990341815,2005-08-10
-118.035290365237,30.4795990341815,2005-10-19
-117.806598991737,30.4795990341815,2005-10-25
-117.577907618236,30.4795990341815,2005-11-26
-117.349216244736,30.4795990341815,2005-11-25
-117.120524871235,30.4795990341815,2005-10-04
-116.891833497734,30.4795990341815,2005-09-29
-116.663142124234,30.4795990341815,2005-08-04
-116.434450750733,30.4795990341815,2005-11-06
-116.205759377233,30.4795990341815,2005-09-05
-115.977068003732,30.4795990341815,2005-08-21
-126.496871184759,30.7082904076821,2005-11-21
-126.268179811258,30.7082904076821,2005-11-14
-126.039488437758,30.7082904076821,2005-11-02
-125.810797064257,30.7082904076821,2005-11-08
-125.582105690757,30.7082904076821,2005-09-23
-125.353414317256,30.7082904076821,2005-11-13
-125.124722943756,30.7082904076821,2005-10-14
-124.896031570255,30.7082904076821,2005-10-13
-124.667340196754,30.7082904076821,2005-11-12
-124.438648823254,30.7082904076821,2005-09-30
-124.209957449753,30.7082904076821,2005-08-08
-123.981266076253,30.7082904076821,2005-08-22
-123.752574702752,30.7082904076821,2005-10-07
-123.523883329251,30.7082904076821,2005-08-19
-123.295191955751,30.7082904076821,2005-10-22
-123.06650058225,30.7082904076821,2005-08-21
-122.83780920875,30.7082904076821,2005-11-04
-122.609117835249,30.7082904076821,2005-08-15
-122.380426461748,30.7082904076821,2005-09-21
-122.151735088248,30.7082904076821,2005-11-07
-121.923043714747,30.7082904076821,2005-10-24
-121.694352341247,30.7082904076821,2005-08-17
-121.465660967746,30.7082904076821,2005-11-03
-121.236969594246,30.7082904076821,2005-08-12
-121.008278220745,30.7082904076821,2005-09-06
-120.779586847244,30.7082904076821,2005-11-07
-120.550895473744,30.7082904076821,2005-11-20
-120.322204100243,30.7082904076821,2005-10-18
-120.093512726743,30.7082904076821,2005-09-12
-119.864821353242,30.7082904076821,2005-09-20
-119.636129979741,30.7082904076821,2005-10-19
-119.407438606241,30.7082904076821,2005-11-16
-119.17874723274,30.7082904076821,2005-08-13
-118.95005585924,30.7082904076821,2005-08-18
-118.721364485739,30.7082904076821,2005-11-03
-118.492673112238,30.7082904076821,2005-09-09
-118.263981738738,30.7082904076821,2005-09-06
-118.035290365237,30.7082904076821,2005-08-08
-117.806598991737,30.7082904076821,2005-10-27
-117.577907618236,30.7082904076821,2005-09-18
-117.349216244736,30.7082904076821,2005-11-23
-117.120524871235,30.7082904076821,2005-10-28
-116.891833497734,30.7082904076821,2005-09-29
-116.663142124234,30.7082904076821,2005-08-21
-116.434450750733,30.7082904076821,2005-11-08
-116.205759377233,30.7082904076821,2005-08-25
-126.72556255826,30.9369817811827,2005-11-22
-126.496871184759,30.9369817811827,2005-11-13
-126.268179811258,30.9369817811827,2005-10-15
-126.039488437758,30.9369817811827,2005-08-03
-125.810797064257,30.9369817811827,2005-09-05
-125.582105690757,30.9369817811827,2005-10-11
-125.353414317256,30.9369817811827,2005-10-12
-125.124722943756,30.9369817811827,2005-11-04
-124.896031570255,30.9369817811827,2005-09-21
-124.667340196754,30.9369817811827,2005-09-12
-124.438648823254,30.9369817811827,2005-09-19
-124.209957449753,30.9369817811827,2005-09-18
-123.981266076253,30.9369817811827,2005-09-20
-123.752574702752,30.9369817811827,2005-09-27
-123.523883329251,30.9369817811827,2005-09-03
-123.295191955751,30.9369817811827,2005-11-03
-123.06650058225,30.9369817811827,2005-08-19
-122.83780920875,30.9369817811827,2005-09-05
-122.609117835249,30.9369817811827,2005-11-29
-122.380426461748,30.9369817811827,2005-09-07
-122.151735088248,30.9369817811827,2005-10-05
-121.923043714747,30.9369817811827,2005-08-03
-121.694352341247,30.9369817811827,2005-08-14
-121.465660967746,30.9369817811827,2005-10-10
-121.236969594246,30.9369817811827,2005-08-04
-121.008278220745,30.9369817811827,2005-09-23
-120.779586847244,30.9369817811827,2005-08-24
-120.550895473744,30.9369817811827,2005-09-21
-120.322204100243,30.9369817811827,2005-09-20
-120.093512726743,30.9369817811827,2005-08-31
-119.864821353242,30.9369817811827,2005-08-25
-119.636129979741,30.9369817811827,2005-09-06
-119.407438606241,30.9369817811827,2005-08-17
-119.17874723274,30.9369817811827,2005-11-24
-118.95005585924,30.9369817811827,2005-08-30
-118.721364485739,30.9369817811827,2005-10-25
-118.492673112238,30.9369817811827,2005-08-02
-118.263981738738,30.9369817811827,2005-08-23
-118.035290365237,30.9369817811827,2005-09-16
-117.806598991737,30.9369817811827,2005-09-26
-117.577907618236,30.9369817811827,2005-09-27
-117.349216244736,30.9369817811827,2005-09-29
-117.120524871235,30.9369817811827,2005-11-04
-116.891833497734,30.9369817811827,2005-10-04
-116.663142124234,30.9369817811827,2005-09-21
-116.434450750733,30.9369817811827,2005-10-09
-126.95425393176,31.1656731546833,2005-10-24
-126.72556255826,31.1656731546833,2005-10-31
-126.496871184759,31.1656731546833,2005-09-29
-126.268179811258,31.1656731546833,2005-09-15
-126.039488437758,31.1656731546833,2005-09-08
-125.810797064257,31.1656731546833,2005-10-09
-125.582105690757,31.1656731546833,2005-09-01
-125.353414317256,31.1656731546833,2005-09-12
-125.124722943756,31.1656731546833,2005-08-07
-124.896031570255,31.1656731546833,2005-09-22
-124.667340196754,31.1656731546833,2005-08-11
-124.438648823254,31.1656731546833,2005-09-15
-124.209957449753,31.1656731546833,2005-08-19
-123.981266076253,31.1656731546833,2005-10-09
-123.752574702752,31.1656731546833,2005-09-28
-123.523883329251,31.1656731546833,2005-08-18
-123.295191955751,31.1656731546833,2005-10-31
-123.06650058225,31.1656731546833,2005-08-26
-122.83780920875,31.1656731546833,2005-10-11
-122.609117835249,31.1656731546833,2005-09-18
-122.380426461748,31.1656731546833,2005-10-04
-122.151735088248,31.1656731546833,2005-11-12
-121.923043714747,31.1656731546833,2005-08-09
-121.694352341247,31.1656731546833,2005-10-04
-121.465660967746,31.1656731546833,2005-11-06
-121.236969594246,31.1656731546833,2005-10-30
-121.008278220745,31.1656731546833,2005-11-06
-120.779586847244,31.1656731546833,2005-10-28
-120.550895473744,31.1656731546833,2005-08-05
-120.322204100243,31.1656731546833,2005-09-07
-120.093512726743,31.1656731546833,2005-10-08
-119.864821353242,31.1656731546833,2005-09-17
-119.636129979741,31.1656731546833,2005-09-03
-119.407438606241,31.1656731546833,2005-09-04
-119.17874723274,31.1656731546833,2005-08-06
-118.95005585924,31.1656731546833,2005-08-25
-118.721364485739,31.1656731546833,2005-11-27
-118.492673112238,31.1656731546833,2005-11-21
-118.263981738738,31.1656731546833,2005-11-25
-118.035290365237,31.1656731546833,2005-10-08
-117.806598991737,31.1656731546833,2005-11-23
-117.577907618236,31.1656731546833,2005-08-26
-117.349216244736,31.1656731546833,2005-09-21
-117.120524871235,31.1656731546833,2005-09-05
-116.891833497734,31.1656731546833,2005-09-14
-116.663142124234,31.1656731546833,2005-10-06
-116.434450750733,31.1656731546833,2005-11-04
-127.182945305261,31.3943645281838,2005-08-06
-126.95425393176,31.3943645281838,2005-10-14
-126.72556255826,31.3943645281838,2005-09-16
-126.496871184759,31.3943645281838,2005-10-10
-126.268179811258,31.3943645281838,2005-10-22
-126.039488437758,31.3943645281838,2005-10-27
-125.810797064257,31.3943645281838,2005-09-20
-125.582105690757,31.3943645281838,2005-11-17
-125.353414317256,31.3943645281838,2005-08-29
-125.124722943756,31.3943645281838,2005-09-03
-124.896031570255,31.3943645281838,2005-11-04
-124.667340196754,31.3943645281838,2005-11-08
-124.438648823254,31.3943645281838,2005-08-25
-124.209957449753,31.3943645281838,2005-11-24
-123.981266076253,31.3943645281838,2005-11-14
-123.752574702752,31.3943645281838,2005-08-21
-123.523883329251,31.3943645281838,2005-09-23
-123.295191955751,31.3943645281838,2005-11-12
-123.06650058225,31.3943645281838,2005-09-27
-122.83780920875,31.3943645281838,2005-11-19
-122.609117835249,31.3943645281838,2005-08-10
-122.380426461748,31.3943645281838,2005-09-09
-122.151735088248,31.3943645281838,2005-11-07
-121.923043714747,31.3943645281838,2005-08-05
-121.694352341247,31.3943645281838,2005-11-06
-121.465660967746,31.3943645281838,2005-09-29
-121.236969594246,31.3943645281838,2005-10-24
-121.008278220745,31.3943645281838,2005-09-09
-120.779586847244,31.3943645281838,2005-10-26
-120.550895473744,31.3943645281838,2005-08-24
-120.322204100243,31.3943645281838,2005-10-14
-120.093512726743,31.3943645281838,2005-11-05
-119.864821353242,31.3943645281838,2005-10-01
-119.636129979741,31.3943645281838,2005-10-30
-119.407438606241,31.3943645281838,2005-10-28
-119.17874723274,31.3943645281838,2005-11-21
-118.95005585924,31.3943645281838,2005-10-11
-118.721364485739,31.3943645281838,2005-11-05
-118.492673112238,31.3943645281838,2005-10-29
-118.263981738738,31.3943645281838,2005-08-26
-118.035290365237,31.3943645281838,2005-09-11
-117.806598991737,31.3943645281838,2005-08-13
-117.577907618236,31.3943645281838,2005-11-24
-117.349216244736,31.3943645281838,2005-10-06
-117.120524871235,31.3943645281838,2005-08-08
-116.891833497734,31.3943645281838,2005-09-08
-116.663142124234,31.3943645281838,2005-08-11
-127.411636678761,31.6230559016844,2005-10-26
-127.182945305261,31.6230559016844,2005-11-12
-126.95425393176,31.6230559016844,2005-08-12
-126.72556255826,31.6230559016844,2005-10-28
-126.496871184759,31.6230559016844,2005-11-25
-126.268179811258,31.6230559016844,2005-09-05
-126.039488437758,31.6230559016844,2005-09-27
-125.810797064257,31.6230559016844,2005-10-21
-125.582105690757,31.6230559016844,2005-11-15
-125.353414317256,31.6230559016844,2005-09-03
-125.124722943756,31.6230559016844,2005-08-25
-124.896031570255,31.6230559016844,2005-10-09
-124.667340196754,31.6230559016844,2005-09-16
-124.438648823254,31.6230559016844,2005-09-29
-124.209957449753,31.6230559016844,2005-09-09
-123.981266076253,31.6230559016844,2005-11-27
-123.752574702752,31.6230559016844,2005-08-01
-123.523883329251,31.6230559016844,2005-09-01
-123.295191955751,31.6230559016844,2005-10-26
-123.06650058225,31.6230559016844,2005-09-18
-122.83780920875,31.6230559016844,2005-10-05
-122.609117835249,31.6230559016844,2005-10-22
-122.380426461748,31.6230559016844,2005-11-11
-122.151735088248,31.6230559016844,2005-11-18
-121.923043714747,31.6230559016844,2005-10-29
-121.694352341247,31.6230559016844,2005-11-22
-121.465660967746,31.6230559016844,2005-11-15
-121.236969594246,31.6230559016844,2005-10-07
-121.008278220745,31.6230559016844,2005-11-09
-120.779586847244,31.6230559016844,2005-10-15
-120.550895473744,31.6230559016844,2005-10-15
-120.322204100243,31.6230559016844,2005-08-06
-120.093512726743,31.6230559016844,2005-08-03
-119.864821353242,31.6230559016844,2005-08-12
-119.636129979741,31.6230559016844,2005-11-03
-119.407438606241,31.6230559016844,2005-09-24
-119.17874723274,31.6230559016844,2005-08-16
-118.95005585924,31.6230559016844,2005-08-27
-118.721364485739,31.6230559016844,2005-08-13
-118.492673112238,31.6230559016844,2005-09-22
-118.263981738738,31.6230559016844,2005-10-14
-118.035290365237,31.6230559016844,2005-09-17
-117.806598991737,31.6230559016844,2005-11-21
-117.577907618236,31.6230559016844,2005-09-01
-117.349216244736,31.6230559016844,2005-10-22
-117.120524871235,31.6230559016844,2005-11-18
-116.891833497734,31.6230559016844,2005-08-29
-116.663142124234,31.6230559016844,2005-10-11
-127.411636678761,31.851747275185,2005-10-15
-127.182945305261,31.851747275185,2005-11-12
-126.95425393176,31.851747275185,2005-10-22
-126.72556255826,31.851747275185,2005-11-06
-126.496871184759,31.851747275185,2005-08-28
-126.268179811258,31.851747275185,2005-09-29
-126.039488437758,31.851747275185,2005-08-22
-125.810797064257,31.851747275185,2005-08-18
-125.582105690757,31.851747275185,2005-10-22
-125.353414317256,31.851747275185,2005-11-19
-125.124722943756,31.851747275185,2005-10-26
-124.896031570255,31.851747275185,2005-09-16
-124.667340196754,31.851747275185,2005-08-15
-124.438648823254,31.851747275185,2005-10-11
-124.209957449753,31.851747275185,2005-09-08
-123.981266076253,31.851747275185,2005-10-11
-123.752574702752,31.851747275185,2005-09-17
-123.523883329251,31.851747275185,2005-08-05
-123.295191955751,31.851747275185,2005-11-26
-123.06650058225,31.851747275185,2005-10-04
-122.83780920875,31.851747275185,2005-11-21
-122.609117835249,31.851747275185,2005-09-11
-122.380426461748,31.851747275185,2005-09-04
-122.151735088248,31.851747275185,2005-10-17
-121.923043714747,31.851747275185,2005-11-08
-121.694352341247,31.851747275185,2005-11-01
-121.465660967746,31.851747275185,2005-10-17
-121.236969594246,31.851747275185,2005-08-31
-121.008278220745,31.851747275185,2005-11-06
-120.779586847244,31.851747275185,2005-11-29
-120.550895473744,31.851747275185,2005-10-30
-120.322204100243,31.851747275185,2005-10-16
-120.093512726743,31.851747275185,2005-09-17
-119.864821353242,31.851747275185,2005-10-27
-119.636129979741,31.851747275185,2005-11-24
-119.407438606241,31.851747275185,2005-11-16
-119.17874723274,31.851747275185,2005-10-03
-118.95005585924,31.851747275185,2005-08-07
-118.721364485739,31.851747275185,2005-11-10
-118.492673112238,31.851747275185,2005-08-21
-118.263981738738,31.851747275185,2005-09-24
-118.035290365237,31.851747275185,2005-10-18
-117.806598991737,31.851747275185,2005-09-30
-117.577907618236,31.851747275185,2005-10-05
-117.349216244736,31.851747275185,2005-11-11
-117.120524871235,31.851747275185,2005-09-28
-116.891833497734,31.851747275185,2005-11-16
-116.663142124234,31.851747275185,2005-11-09
-127.640328052262,32.0804386486856,2005-11-02
-127.411636678761,32.0804386486856,2005-11-06
-127.182945305261,32.0804386486856,2005-11-20
-126.95425393176,32.0804386486856,2005-11-12
-126.72556255826,32.0804386486856,2005-08-11
-126.496871184759,32.0804386486856,2005-11-29
-126.268179811258,32.0804386486856,2005-10-08
-126.039488437758,32.0804386486856,2005-09-28
-125.810797064257,32.0804386486856,2005-08-16
-125.582105690757,32.0804386486856,2005-11-22
-125.353414317256,32.0804386486856,2005-09-25
-125.124722943756,32.0804386486856,2005-11-19
-124.896031570255,32.0804386486856,2005-09-06
-124.667340196754,32.0804386486856,2005-10-24
-124.438648823254,32.0804386486856,2005-08-17
-124.209957449753,32.0804386486856,2005-09-25
-123.981266076253,32.0804386486856,2005-10-15
-123.752574702752,32.0804386486856,2005-11-25
-123.523883329251,32.0804386486856,2005-09-17
-123.295191955751,32.0804386486856,2005-08-18
-123.06650058225,32.0804386486856,2005-10-21
-122.83780920875,32.0804386486856,2005-11-27
-122.609117835249,32.0804386486856,2005-10-02
-122.380426461748,32.0804386486856,2005-08-05
-122.151735088248,32.0804386486856,2005-08-15
-121.923043714747,32.0804386486856,2005-08-09
-121.694352341247,32.0804386486856,2005-10-17
-121.465660967746,32.0804386486856,2005-09-15
-121.236969594246,32.0804386486856,2005-08-13
-121.008278220745,32.0804386486856,2005-09-18
-120.779586847244,32.0804386486856,2005-10-14
-120.550895473744,32.0804386486856,2005-09-14
-120.322204100243,32.0804386486856,2005-09-24
-120.093512726743,32.0804386486856,2005-11-14
-119.864821353242,32.0804386486856,2005-09-10
-119.636129979741,32.0804386486856,2005-10-13
-119.407438606241,32.0804386486856,2005-11-26
-119.17874723274,32.0804386486856,2005-11-11
-118.95005585924,32.0804386486856,2005-11-10
-118.721364485739,32.0804386486856,2005-10-14
-118.492673112238,32.0804386486856,2005-10-02
-118.263981738738,32.0804386486856,2005-10-16
-118.035290365237,32.0804386486856,2005-08-01
-117.806598991737,32.0804386486856,2005-08-23
-117.577907618236,32.0804386486856,2005-08-14
-117.349216244736,32.0804386486856,2005-11-10
-117.120524871235,32.0804386486856,2005-08-14
-116.891833497734,32.0804386486856,2005-09-30
-127.869019425763,32.3091300221862,2005-08-10
-127.640328052262,32.3091300221862,2005-10-28
-127.411636678761,32.3091300221862,2005-11-26
-127.182945305261,32.3091300221862,2005-09-28
-126.95425393176,32.3091300221862,2005-08-30
-126.72556255826,32.3091300221862,2005-08-01
-126.496871184759,32.3091300221862,2005-11-19
-126.268179811258,32.3091300221862,2005-09-14
-126.039488437758,32.3091300221862,2005-10-10
-125.810797064257,32.3091300221862,2005-09-04
-125.582105690757,32.3091300221862,2005-11-09
-125.353414317256,32.3091300221862,2005-09-02
-125.124722943756,32.3091300221862,2005-11-17
-124.896031570255,32.3091300221862,2005-09-19
-124.667340196754,32.3091300221862,2005-10-15
-124.438648823254,32.3091300221862,2005-08-10
-124.209957449753,32.3091300221862,2005-08-08
-123.981266076253,32.3091300221862,2005-09-15
-123.752574702752,32.3091300221862,2005-10-02
-123.523883329251,32.3091300221862,2005-08-18
-123.295191955751,32.3091300221862,2005-09-30
-123.06650058225,32.3091300221862,2005-10-09
-122.83780920875,32.3091300221862,2005-10-19
-122.609117835249,32.3091300221862,2005-10-15
-122.380426461748,32.3091300221862,2005-08-03
-122.151735088248,32.3091300221862,2005-11-17
-121.923043714747,32.3091300221862,2005-10-03
-121.694352341247,32.3091300221862,2005-08-04
-121.465660967746,32.3091300221862,2005-09-23
-121.236969594246,32.3091300221862,2005-11-27
-121.008278220745,32.3091300221862,2005-10-05
-120.779586847244,32.3091300221862,2005-08-25
-120.550895473744,32.3091300221862,2005-09-19
-120.322204100243,32.3091300221862,2005-11-20
-120.093512726743,32.3091300221862,2005-08-06
-119.864821353242,32.3091300221862,2005-11-22
-119.636129979741,32.3091300221862,2005-11-19
-119.407438606241,32.3091300221862,2005-10-14
-119.17874723274,32.3091300221862,2005-08-12
-118.95005585924,32.3091300221862,2005-09-20
-118.721364485739,32.3091300221862,2005-09-13
-118.492673112238,32.3091300221862,2005-08-30
-118.263981738738,32.3091300221862,2005-11-26
-118.035290365237,32.3091300221862,2005-10-24
-117.806598991737,32.3091300221862,2005-09-19
-117.577907618236,32.3091300221862,2005-10-16
-117.349216244736,32.3091300221862,2005-08-17
-117.120524871235,32.3091300221862,2005-11-24
-128.097710799263,32.5378213956868,2005-08-13
-127.869019425763,32.5378213956868,2005-09-23
-127.640328052262,32.5378213956868,2005-10-06
-127.411636678761,32.5378213956868,2005-09-17
-127.182945305261,32.5378213956868,2005-08-22
-126.95425393176,32.5378213956868,2005-10-14
-126.72556255826,32.5378213956868,2005-11-30
-126.496871184759,32.5378213956868,2005-10-17
-126.268179811258,32.5378213956868,2005-10-09
-126.039488437758,32.5378213956868,2005-11-02
-125.810797064257,32.5378213956868,2005-08-20
-125.582105690757,32.5378213956868,2005-11-07
-125.353414317256,32.5378213956868,2005-10-17
-125.124722943756,32.5378213956868,2005-11-27
-124.896031570255,32.5378213956868,2005-08-10
-124.667340196754,32.5378213956868,2005-09-18
-124.438648823254,32.5378213956868,2005-11-02
-124.209957449753,32.5378213956868,2005-08-26
-123.981266076253,32.5378213956868,2005-10-04
-123.752574702752,32.5378213956868,2005-08-11
-123.523883329251,32.5378213956868,2005-09-18
-123.295191955751,32.5378213956868,2005-08-04
-123.06650058225,32.5378213956868,2005-11-16
-122.83780920875,32.5378213956868,2005-11-13
-122.609117835249,32.5378213956868,2005-09-23
-122.380426461748,32.5378213956868,2005-10-15
-122.151735088248,32.5378213956868,2005-11-23
-121.923043714747,32.5378213956868,2005-10-18
-121.694352341247,32.5378213956868,2005-11-01
-121.465660967746,32.5378213956868,2005-08-25
-121.236969594246,32.5378213956868,2005-10-20
-121.008278220745,32.5378213956868,2005-08-29
-120.779586847244,32.5378213956868,2005-10-19
-120.550895473744,32.5378213956868,2005-08-22
-120.322204100243,32.5378213956868,2005-09-10
-120.093512726743,32.5378213956868,2005-09-17
-119.864821353242,32.5378213956868,2005-10-10
-119.636129979741,32.5378213956868,2005-10-26
-119.407438606241,32.5378213956868,2005-08-21
-119.17874723274,32.5378213956868,2005-10-31
-118.95005585924,32.5378213956868,2005-09-14
-118.721364485739,32.5378213956868,2005-08-30
-118.492673112238,32.5378213956868,2005-09-28
-118.263981738738,32.5378213956868,2005-09-18
-118.035290365237,32.5378213956868,2005-09-30
-117.806598991737,32.5378213956868,2005-09-24
-117.577907618236,32.5378213956868,2005-09-05
-117.349216244736,32.5378213956868,2005-11-19
